0.008522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0092393,0.009268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0087388,0.0083201,0.0079319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008595,0.0079551,0.0073819,0.0073995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0090094,0.0078466,0.007551,0.0075894,0.0075044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0086528,0.0067455,0.0065283,0.0062653,0.0067276,0.00666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007668,0.0057625,0.0053159,0.0055042,0.006327,0.0057804,0.0053943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0092272,0.0071735,0.006969,0.0069967,0.0074122,0.0070474,0.0061726,0.0056619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0090241,0.0069613,0.0071167,0.0073528,0.0075485,0.0067225,0.0061889,0.0052496,0.0052832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.010229,0.0089214,0.0090153,0.0096043,0.010077,0.0086767,0.0073722,0.0066052,0.0076171,0.0048159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.010896,0.008983,0.0098249,0.008854,0.0092675,0.0083997,0.0071291,0.0064027,0.0072308,0.0045455,0.007026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012494,0.010252,0.011592,0.010555,0.010708,0.010304,0.0087247,0.0077133,0.009049,0.0057177,0.008041,0.0080041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01549,0.012592,0.013724,0.012611,0.014514,0.01387,0.011964,0.0099029,0.011678,0.0072699,0.010331,0.010792,0.01156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016659,0.013103,0.014667,0.013076,0.014176,0.014478,0.012205,0.009757,0.011048,0.0068633,0.010094,0.0099061,0.011248,0.0086513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013254,0.010501,0.012086,0.011764,0.012625,0.012251,0.0094836,0.0073448,0.008487,0.0054544,0.0078542,0.0080121,0.0092764,0.0070689,0.0078388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015896,0.012511,0.013697,0.013597,0.014097,0.012956,0.0092063,0.0074609,0.0091973,0.0059819,0.0086926,0.0084752,0.0092279,0.0069717,0.007846,0.00752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018452,0.014727,0.014959,0.014682,0.015656,0.015766,0.010627,0.0099149,0.011236,0.0072355,0.010858,0.010708,0.011608,0.0088265,0.010107,0.0092901,0.010496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016932,0.013606,0.014149,0.012998,0.01293,0.014037,0.010188,0.0087545,0.010207,0.0065888,0.009934,0.0091722,0.010316,0.0072917,0.0085149,0.0079076,0.0088699,0.0071345,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01632,0.013179,0.014356,0.014372,0.014953,0.015904,0.011666,0.0097717,0.011366,0.0074951,0.011092,0.010491,0.010237,0.0076043,0.0089363,0.0078041,0.0084657,0.0071359,0.0059944,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02256,0.018506,0.020917,0.019604,0.020878,0.021755,0.01633,0.013217,0.014599,0.0085481,0.011396,0.012101,0.011836,0.0089437,0.010111,0.0089445,0.0087619,0.0071748,0.0059319,0.010156,0,0,0,0,0,0,0,0,0,0,0,0
0.027238,0.023899,0.026885,0.023477,0.026047,0.026143,0.019783,0.01741,0.018358,0.011288,0.01515,0.015237,0.014158,0.011868,0.013437,0.011159,0.011566,0.0097399,0.0087979,0.014809,0.012952,0,0,0,0,0,0,0,0,0,0,0
0.028765,0.026145,0.028965,0.02387,0.025347,0.024805,0.018459,0.016503,0.015741,0.010054,0.013491,0.013039,0.011794,0.010179,0.011719,0.0099375,0.010997,0.0095291,0.0083915,0.013605,0.012358,0.010157,0,0,0,0,0,0,0,0,0,0
0.01949,0.015662,0.020269,0.018052,0.019564,0.01915,0.013867,0.012814,0.012892,0.0083459,0.011971,0.01074,0.0093075,0.0079796,0.0093267,0.0076125,0.0082347,0.0071766,0.0058483,0.0096912,0.0081861,0.0069292,0.0045925,0,0,0,0,0,0,0,0,0
